,content,score,Year,Month,Day,sentiment
1450,"tujuan online itu mempercepat dan mempermudah, ini malah mempersulit. 1. buat surat sehat harus ke rumah sakit kusus yg ditunjuk di web yg ditunjukkan apknya, kan bisa lewat puskesmas yg terdekat, cuma buat surat sehat doang, surat sehat dr puskesmas difoto dan diupload kan bisa. 2. psico tes yg ditunjuk di apk ini pembayaran cuma bisa lewat BNI, ini juga gak semua orang punya rek. BNI, seharusnya bisa dibuatkan fitur pakai gopay ato uang elektronik yg lain. serius gk mempermudah malah nyusahin",1,2022,11,22,-1
7793,Aplikasi E-avisnya eror terus dan tidak bisa digunakan.. dan banyak fitur yg tidak bisa di buka,1,2022,11,22,-1
1696,"Permisi pak, saya coba perpanjangan sim c mulai dari tanggal 15 tetapi di tanggal 16 disuruh untuk merubah foto, setelah itu sudah saya rubah. Sampai hari ini (22 nov 2022) masih belum ada progress melalui aplikasi. Apakah bisa dibantu? Terima kasih.",4,2022,11,22,0
7279,"Aplikasi serba gagal semua, sudah input sim tetep gagal, gabisa dipake sama sekali",1,2022,11,22,-1
7339,Bagus aplikasinya. Ditunggu jenis-jenis layanan yanv lain yg sudah ada menunya tapi belum bisa diakses,5,2022,11,22,1
300,Aplikasi eppsi nya gimana si.. kaga bisa ngelogin.. padahal daftar tapi kaga bisa.. email nya sudah dipergunakan .. Tapi mau log in malah email anda belum si verifikasi.. tolong benerin donk.. Banyak banget masalahnya didalam aplikasinya,1,2022,11,22,-1
1304,"Aplikasinya ga jelek, PELAYANANNYA AJA YANG JELEK. Perpanjangan SIM online bukannya cepet malah lebih buruk dari offline. Udah 2 minggu proses macet di 50%. Kalo ga siap digitalisasi gausah lah sok2an digitalisasi. Bikin emosi doang.",4,2022,11,22,-1
9297,"Maintenance nya sampai kapan ya pak? Saya masih tidak bisa memilih satpas yang ada di kota saya, tidak ada pilihannya",4,2022,11,22,0
1333,"Saya sedang registrasi perpanjangan sim melalui app ini, udah ditahap proses selama 6 hari ini, metode pengiriman saya ambil sendiri, kenapa prosesnya lama sekali sampai masa berlaku sim saya udah habis... Apakah app nya erroe atau di bagian satpasnya yg lemot ? Udh saya wa ke korlantas polri zonk ga ada jawaban...",1,2022,11,23,0
6549,"Selamat pagi bpk/ibu Saya sdh urus perpanjangan SIM online. Test rikkes sdh lulus OK Test ePPSi sdh lulus OK Namun saat masuk ke pilihan lokasi SATPAS, aplikasinya stack/macet gak bisa lanjut, mohon solusinya, krn tgl akhir SIM lama 27 nov 2022. Apakah bisa di uninstall lalu diinstall ulang?? Krn saya sdh punya akun *Digitalkorlantas* Tks atas jawabnya.",5,2022,11,23,1
4021,Mantap banget aplikasinya ... lebih praktis dan ekonomis... satu minggu jadi... terima kasih digital korlantas,5,2022,11,23,1
373,"Saya sudah berharap akan mudah... Ternyata lambat banget... Kalau ngandelin aplikasi ini sudah saya akan terlambat memperpanjang SIM. Bolak balik haruss ngetik data, yang test psikologi ga bisa dibuka-buka. Akhirnya pilih offline saja, tapi biaya sudah dikeluarkan untuk yang test psikologi. Dan harus bayar lagi saat offline karena hasilnya ga bisa kebuka. Payah lah aplikasinya... Sepertinya memang belum siap untuk menerima serbuan orang yang menggunakan.",1,2022,11,23,-1
1184,"Sim saya di proses dr 3 hari lalu dan belom jg selesai itu gmna yah? Udh bayar ini itu tp ga cepat, masa aktif terakhir 28-11-2022, mana di aplikasi tidak ada layanan customer service jd bingung gmn mau komplen atau bertanya tentang masalh/konsultasi mohon segera di benahi, harusnya adanya aplikasi untuk mempermudah bukan jd rumit/tidak efisien",1,2022,11,23,-1
1405,"Saya mau perpanjangan sim,ketika mau pilih lokasi polda gak bisa dan lama loading. Padahal udah tinggal pilih lokasi polda terus bayar. Udah gitu pendidikan terakhir diregistrasi identitas tidak bisa saya ubah. Gimana solusinya ini?sim saya berakhir tgl 25 november. Udah bayar psikolog kalo dibagian pas aplikasinya tidak bisa. Sia2 saya bayar tes psikolog",3,2022,11,23,-1
4805,Pak/bu mau tanyak saya udah coba masukin data untuk perpanjang sim sudah bayar juga tapi kog belom ada kabar dari apk nya,3,2022,11,23,-1
6950,"Berhasil perpanjang SIM, tips dari saya coba cari tutorial di YouTube dan google sebelum pengen perpanjang, jd pas bikin ga pusing 👍",5,2022,11,23,1
7741,"Hemat waktu dan biaya,sangat membatu dengan ada nya sim online,cuma 1 proses nya aja yang lama",3,2022,11,23,1
1438,"Ini saya udah daftar berapa kali susah amat apalagi saya ada diluar negeri, SIM saya nyampe expired gimana bisa apa tidak diperpanjang karna saya butuh buat pengurusan SIM di disini buat dirubah ke SIM negara sini, malah bukannya jadi gampang tapi malah jadi ribet",1,2022,11,23,-1
1170,"Prosesnya masih terlalu lama, sim saya sudah keburu mati 4 bulan yg lalu... Sistem online setau saya dibuat agar proses menjadi lebih mudah dan cepat tapi yg terjadi justru jadi sangat lama... Jika proses memang masih membutuhkan waktu yg panjang, batas waktu pengajuan sebaiknya bukan 90 hari, tapi 6 bulan sebelum kadaluarsa.. Ssmoga ke depan proses perpanjangan SIM ini bisa lebih baik lagi... Terimakasih Polri",3,2022,11,23,-1
7765,"Aplikasi di akses masih dalam proses pengembangan,sampai kapan aplikasi bisa di pakai kenyataan masih banyak calo sim di lapangan",1,2022,11,23,-1
7922,"halo kak, saya nyoba e-avis disini untuk ujian teori sim A kok video ny ngga muncul muncul yaa, menyiapkan video terus tulisannya , mohon bantuannya",2,2022,11,23,0
8275,"Aplikasi gak jelas, sudah bayar, sudah tes, dah nunggu lama Eh tau2 di tolak pas hari H Harus nya kalo di tolak ngabarin lah 1 atau 2 hari sebelum hari ha, sekarang SIM nya mati dan harus bikin LG Aplikasi online bikin ribet, niat biar nggak usah jauh2 ke poltas malah bikin ribet ganggu orang cari makan aja Ribettttttttttt Katanya mempermudah malah mempersulit",1,2022,11,23,-1
8049,Apakah aplikasi ini bisa digunakan saya pernah download tapi sama sekali tidak bisa digunakan padahal aplikasi seperti ini sangat membantu trimakasih.,1,2022,11,23,-1
7963,"Mau bikin SIM baru, tp kok layanan tidak tersedia mulu ? Sebenarnya udh bisa daftar online apa belum sih ? Aneh banget",2,2022,11,23,-1
8418,Pengalaman pertama buat SIM secara online alhamdulilah... Bisa dimana saja asalkan sinyal internet ada.🙏🙏🙏,5,2022,11,23,1
5765,"Ini kenapa pada saat pilih wilayah polda, saya cari Jakarta namun hanya loading terus menerus, sudah dicoba berkali-kali namun terjadi hal yang sama.",1,2022,11,24,-1
9814,Tingkatkan terus pelayanannya utk kemudahan smua pengurusan administrasi kendaraan. Salam Presisi,5,2022,11,24,1
7810,"Bagus , cepat dan efektif tergantung dari Satpas nya. Saya buat Satpas Polres Pemalang sangat cepat dan efektif. Dikirim langsung ke rumah. Bikin hari Jumat, Rabu siang sudah diterima",5,2022,11,24,1
8076,"Mengurus via online gagal terus, sudah bayar di rek. BNI eh gagal, uang di kembalikan tidak 100%, ujung2nya ngurus manual di satpas terdekat, mohon di perbaiki lagi pak. Terima kasih",3,2022,11,24,-1
6380,Tolong ini kenapa kok buat sim a lama prosesnya pak..kalau SIM c motor cepat sekali... mohon anggota buat sim digital yang operator nya diperbanyak pak polisi saya dukung setiap kemajuan dipembuatan SIM digital online...1000 persen mohon kalau bisa pak diskon ongkir gitu Lo pak... MKASI pk,4,2022,11,24,-1
7950,Sangat mudahkan dalam perpanjangan SIM hanya melalui gadget.,5,2022,11,24,1
3871,"Gak bisa ganti nomer hp, belum canggih nih aplikasi. Dapat balasan dari admin, Intinya sama aja blm canggih.😁",1,2022,11,24,-1
4497,"Untuk pengiriman melalui pos Indonesia tidak bisa (bermasalah) tolong di perbaiki, selain itu semua ya mantap!!!!",4,2022,11,24,1
8082,"SIM C dan SIM A saya hilang , masa berlaku masih aktif dn panjang ttp saya tidak pnya copy'a ... untuk cetak ulang apakah bisa ? utk surat kehilangan sudah ada",5,2022,11,24,1
1296,4 kali perpanjangan ditolak karena foto tidak asli dengam background biru padahal sudah asli tanpa editan hanya edit ukuran saja sesuai permintaan tapi masih saja ditolak pembayaran terakhir tidak dikembalikan ke rekening penerima,1,2022,11,24,-1
1699,"Terbaik... Sangat membantu untuk yang tidak punya waktu ke kantor polisi, Dan proses terhitung cepat Jumat malam submit Kamis sampai rumah, Untuk STNK nya segera diaktifkan biar mantap poll.....👍👍👍",5,2022,11,24,1
1205,"Assalamu'alaikum kak , keterangan dari menu buat SIM baru masih dalam pengembangan terus bagaimana ya kak kelanjutannya terimakasih, saya udah nunggu dari 2020 masih dalam pengembangan terus, ngga selesai selesai pengembangan nya, kan saya juga mau buat SIM lewat aplikasi ini",1,2022,11,24,1
1479,"Ini app nya yang eror apa aku yang salah ya, pas di klik di tombol sim baru, keluar notif layanan belum tersedia, selalu begitu. Ada yg kaya gitu gk",1,2022,11,24,0
7932,Gak bisa verifikasi KTP dan SIM aplikasi gak jelas jebakan biar habis kuota untuk download!!!,1,2022,11,24,-1
9709,"Sangat membantu untuk mengatasi pungli yang marak beredar, ga usah nyalain polisi kalo diri sendiri aja merasa ga mau ribet mau nya instan ngaca bro jangan sok merasa paling suci nyalahin polisi Ngaca diri sendiri dulu udah mencoba jalur murni apa engga.. Terima kasih Sukses terus untuk aplikasi nya Dan terus tingkatkan kualitas pelayanan nya",5,2022,11,25,1
9094,tidak dapat memverifikasi e-ktp loading terus sampai 1 jam tetap saja loading,1,2022,11,25,-1
1341,"Saat sudah isi nomer rekening malah tidak bisa lanjut,,muter aja servernya Solusinya gman nih,bentar lagi sudah habis masa berlakunya Pengaduan lewat instagram tidak di balas,lewat WHATSAPP juga tidak di balas,,,",1,2022,11,25,-1
7838,Tidak Ada Gunanya Di Buat Aplikasi Ini Yang Ada Malah Membuat Orang Yang Perpanjang SIM Jadi Masa Berlaku Nya Habis dan Di Haruskan Membuat SIM Baru. Belum Beres Aplikasi Ini Ternyata POLRI Membuat Aplikasi Baru Bernama POLRI PRESISI Yang Isi Dalam Nya Sama Persis !,1,2022,11,25,-1
7788,Terima kasih .saya yang lagi merantau bisa perpanjang SIM dan ngak ribet . Semoga lebih baik lagi buat kedepannya.,4,2022,11,25,1
1881,"Kalo belum siap untuk di luncurkan ya gausa maksa di luncurkan , semua pilihan masih belum bisa digunakan , bukan tambah gampang malah tambah sulit",1,2022,11,25,-1
3447,"Tidak bisa perpanjang SIM online lewat apps ini karena sering maintenance, klo urgent lebih baik segera datang ke Samsat terdekat saja",1,2022,11,25,-1
1336,"Upload data foto KTP, SIM, tanda tangan, dan foto diri sulit, sering gagal. Kalaupun sudah berhasil singkron dengan data erikes nya lama. Jadi memang kalau mau urus online perlu sedia waktu minimal 1 bulan.",3,2022,11,25,-1
7904,"sangat memuaskan dengan pelayanan fasilitas yg telah disediakan korlantas polri, sangat memudahkan efektif dan efisien.",5,2022,11,25,1
1330,"Membantu sekali, saya gak lama2 antri perpanjangan sim cukup tes kesehatan aja di faskes yang kita pilih, udah tinggal tunggu aja dirumah. Paling mesti dijaga koneksi internet aja, sama sedikit saran boleh dong, pilihan pembayaran nya aja ditambah biar lebih mudah. Sekali lagi terima kasih 🙏🙏🙏",5,2022,11,25,1
1388,"Selamat sore pak.. Mau menginformasikan bahwa SIM C sya yg lama masa berlakunya 27-11-2022.. Dan Saya barusan selesai melakukan perpanjangan SIM via online di digital korlantas.. Proses sudah selesai semua dan SIM baru sya sudah ter Unverified.. Cma sya lihat ada kesalahan cetak di masa berlakunya yg masi ttep di tahun 2022 yg seharusnya berlaku sampai 2027 ,, gmn sya bisa menghubungi untuk memperbarui/merubahnya sebelum SIM baru sya terkirim?? Terimakasih",3,2022,11,25,0
8737,Alhamdulillah sangat membantu bagi yang mempunyai waktu terbatas Efektif dan efisien,4,2022,11,25,1
7116,Perbaharui lagi item2 yang belum bisa terkoneksi.. Over all dah bagus .. Salam PRESISI,4,2022,11,25,1
7210,"Tong segera di perbaiki BUG nya,ini aplikasi bya selalu Force Ckose saat upload file poto fisik berkas nya,,, Klo udh bener baru di kasih *5",1,2022,11,25,-1
310,"Aplikasi bagus sangat membantu seharusnya, tp ndak jelas proses pelayanannya. Proses semua sudah sukses sampai pembayaran, pilih satpas jombang sudah, tinggal nunggu pengiriman SIM, ternyata dibatalkan tanpa keterangan apapun.",2,2022,11,25,-1
8956,Bintang 2 Dulu ya .kalau udh berhsil sya tambahin buntangnya.sya udh perpnjan SIM lwat aplikasi onlen udh di byar udh 4 hari ternyata blm jadi juga ktnya 2 hari sampai tga hari udh jdi Udi Anyer terus gimna kelanjutanya,2,2022,11,25,0
9150,Bagus sangat membantu sekali untuk memperpanjang SIM bagi yg sibuk bekerja,5,2022,11,25,1
4053,Bikin sejak tanggal 16 nov sampai skrng statusnya masih di proses. Udah mau hampir 2 minggu gak dikirim kirim. Gak ada notif apapun,1,2022,11,25,-1
5917,hny bisa upload satu data SIM tdk bisa melakukan penambahan data ato pun updating data mohon bantuan nya utk diperbaiki terimakasih,1,2022,11,26,-1
7122,Sangat membantu.... Asal kita mau baca dan memenuhi syarat! Untuk kita yg sibuk jdi tidak perlu antri dan izin kerja lagi,5,2022,11,26,1
1142,"Proses perpanjangan SIM digital ditolak karena alasan harus menggunakan foto resolusi tinggi. Saran sy apabila tdk sesuai spesifikasi, langsung ditolak sistem. Bukan oleh satpas, karena fungsi aplikasi itu. Lebih baik urus offline aja, aplikasinya tdk optimal. Pengembalian uang 30 hari terlalu lama. Klo mepet dng masa berlaku, tidak disarankan. Offline aja...",1,2022,11,26,-1
1838,Sangat membantu dan sudah diterima tapi untuk kedepan mungkin untuk waktu proses bisa lebih cepat misal maksimal 3 hari dari pemohonan sdh bisa di kirim. Terima kasih.,5,2022,11,26,1
4758,"Support di kota 2 besar saja,belum sampai di kota kecil,,jadi eppsi online tidak bisa di pakai..harus test lagi..",1,2022,11,26,-1
8073,"Cuma bisa perpanjangan SIM, fitur yg lain masih dalam pengembangan.",2,2022,11,26,0
7817,"Masuh belum bisa daftar untuk sim online karna masih pengembangan,tolong segera ditingkatkan,trmksh",2,2022,11,26,0
9565,"Ini aplikasi kok terbaik yaa, gak perlu repot dan jelimet kyk aplikasi lain, Alhamdulillah sim sampai di rumah setelah 3 minggu",5,2022,11,26,1
1353,"Sangat tidak membantu dan sangat lambat, sudah bbrp hari menunggu & hingga saat ini perpanjangan sim saya masih stuck di 40% dan masa berlaku sim saya hanya tinggal 4 hari saja .. Pelayanan standard negara masak kalah dengan swasta",1,2022,11,26,-1
7916,"Pada saat perpanjang SIM, tidak bisa pilih Polda Metro Jaya (tidak muncul)",3,2022,11,26,0
1630,"Mau perpanjang sim terkendala di registrasi identitas mulu, datanya gak bisa di rubah/disesuaikan. Tolong ini gimana jalan keluarnya",1,2022,11,26,-1
4417,Bagaimana cara login ya karena lupa nomor handphone terdaftar dan nomor tersebut sudah hangus/tidak aktif ? Karena daftar menggunakan nomor lain keteranga NIK sudah terdaftar.,1,2022,11,26,-1
7706,"Kenapa saat verifikasi KTP dan upload data SIM selalu gagal, kenapa daerah saya di sukoharjo belum bisa pakai fasilitas ini. Masih banyak orang pintar, anggaran juga gedhe kenapa tidak dibenahi. Kesannya kaya disengaja",1,2022,11,26,-1
8119,Terimakasih SIM sudah sampai dan diterima dengan baik walaupun prosesnya hampir sebulan Terimakasih korlantas polri online digital,5,2022,11,26,1
1154,Ini gimana apknya. Dari awal buka disuruh masukan nomor hp yang berujung ke sms. Udah saya ikutin perintahnya dan ketika selesai disuruh balik lagi ke apknya. Pas saya buka suruh masukin lagi no hp dan balik lagi ke sms. Muter² terus sampe pulsa saya habis ! aseli malah bikin emosi sih ini 🙄,1,2022,11,27,-1
3534,"Saya sudah registrasi perpanjangan SIM, semua sudah berhasil sampai tahap ""diproses"" tapi kok lama banget ya udah 3 Minggu lebih tidak ada update. Ada masalah kah? Atau kendala gimana ini ya??",3,2022,11,27,-1
1400,"Assalamu'alaikum sahabat . Alhamdulillah lulus test sim online, Terimakasih digital korlantas polri. Telah mempermudah perpanjang sim. Sim sudah saya terima lewat pengiriman pos. Sukses selalu dan berkah",5,2022,11,27,1
3669,"Katanya buat SIM di aplikasi ini bisa, pas mau buat, verifikasi udah semua, tapi ""layanan belum tersedia"" Mohon di fix lagi aplikasinya",1,2022,11,27,-1
1158,"Sudah memuaskan dan baik 👍👍👍perpanjangan SIM bisa dirumah pakai OVO dan tinggal menunggu, namun mohon untuk diberi perkiraan waktu dari proses sampai SIM diterima, jumlah maksimal huruf untuk mengisi data diri dan isian lainnya ditambah, dipercepat lagi untuk proses dan pengiriman, serta bisa dipertahankan dan ditingkatkan lagi. Terimakasih 🙏🙏🙏",4,2022,11,27,1
1290,"Jika aplikasi belum siap jgan di publis. Perbaiki secara benar jika sudah siap baru di publis.dan jika apk cuma untuk tampilan saja dan masih menggunakan sistem ofline,lebih baik d tutup saja..",1,2022,11,27,-1
7789,Saya coba sy kira mempermudah.krna SIM sy bkasi sy di Jawa timur skrg.al hasil .harus ikuti surat prokes tes dll blom LG Agi soal pnlrtayaan yg banyak.al hasil jatuh temponya habis tgl 27 kendala waktu ssistem ga simple jg.ilangkan aja sesi kesehatannya klo kita ga sehat buat apa jln jauh bawa kendaraan..ngenas SIM jd hangus,1,2022,11,27,-1
1520,"Jangan download ini aplikasi, belum mampu membuat aplikasi gini gk usah sok-sokan buat dah.. Aplikasi gk jelas , berkali kali mau daftar masuk sistem error' terus. Pantesan nilai aplikasi nya jelek..",1,2022,11,27,-1
1223,Update terakhir maret 2022...sekedar upload data awal saja ga bisa. Salam presisinya gimana nih. Maintenennya lama sekali ya sejak 11 nov 2022. Padahal dengan adanya sim online sangat menghemat waktu dan tenaga.,4,2022,11,27,-1
4761,Katanya serba online bisa. Tapi waktu daftar di kelengkpan thap 2 (rikes) harus datang ke tempat. Kan sama aja gak online.,1,2022,11,27,-1
8972,Sangat membantu. Semoga kedepannya layanan aplikasinya semua bisa digunakan,5,2022,11,27,1
1214,"puas untuk pelayanan satpas polres pemalang, namun tidak puas dengan pelayanan satpas polrestabes semarang. SIM ditolak satpas semarang hanya karena pas foto tdk selfie, padahal di persyaratan tdk ada ketentuan tsb. selain itu, pelayanan lama dan ada alasan lainnya yg gak make sense, yaitu antrean SIM banyak. untuk pengajuan SIM yg ditolak seharusnya didasari alasan yg masuk akal (jgn terkesan cari2) dan biaya layanan Rp10rb yg dibayar jg harus dikembalikan utuh krn petugas tdk memproses. tks",4,2022,11,27,0
3476,Aplikasinya enak dipakai sehingga pelayanannya bisa menjadi cepat tanpa perlu antri kayak sebelumnya. Semoga aplikasi bisa lebih baik lagi.👍👍,5,2022,11,27,1
7839,Kurang memuaskan hasil'a proses lama bingit.. Lebih bagus Sim yg lama penampilan'a dari pda yg baru,1,2022,11,27,-1
7920,Aplikasi yg mudah dan praktis untuk perpnjngan SIM..salam presisi,5,2022,11,28,1
7993,"Kecewa, Udah ngeluangin waktu buat ngisi soal2 sama bayar ini itu. Tapi pas diproses malah ditolak. Lebih baik SIM saya mati selamanya. Daripada ngurus Ribet setengah mati",1,2022,11,28,-1
7847,"Mohon bantuannya saya ingin perpanjang sim tp hanya terkendala di menu polda yg harus di klik. Tidak ada polda metro jaya, apakah polda metro jaya blm bisa perpanjangan sim online..?",3,2022,11,28,0
6493,"Keren dan cepat, aplikasi yang baik dan semoga bisa konsisten dalam aplikasi untuk menjangkau semua wilayah",5,2022,11,28,1
1150,"Banyak manfaat dari perpanjangan SIM secara online, namun aplikasi yang sekarang ini masih banyak kekurangan, data berganti beda dengan yang diisi, list kecamatan tempat tinggal tidak lengkap, banyaknya pilihan menu yang ternyata tidak tersedia, dan sebagainya. Semoga segera diatasi demi pelayanan yang lebih baik. Suatu langkah maju untuk korlantas polri memiliki layanan online walaupun masih memiliki kekurangan. Semangat",3,2022,11,28,0
7996,Terimakasih sangat membantu.. dan pelayanan luar biasa cepat 👍,5,2022,11,28,1
7833,"Msih ada kendala dites psikologi,tidak bisa diklik padahal sdh bayar/transfer 37500 dan sudah jawab tesnya,sudah lulus juga.sdh coba w.a ke nmor aduan,dan diarahkan ke ePPsi by CAINA.tapi ga ada respon sama sekali,,kecewa",3,2022,11,28,-1
7808,Entah operator atau aplikasinya.. Seperti belum siap dipakai orang banyak. Semoga segera diperbaiki.,4,2022,11,28,0
7928,Aplikasi sangat tidak membantu. Semua fiturnya tidak bisa digunakan. 🙏,1,2022,11,28,-1
1177,"Niat ga buat aplikasinya, dari tahun lalu ga bisa dipakai, setidaknya apabila meluncurkan aplilasi sudah siap pakai, kalaupun ada update hanya memperbaiki bug yg ada.",1,2022,11,28,-1
8096,"Tidak bisa buat sim baru,sedang dalam pengembangan,berapa hari ya?",4,2022,11,28,-1
7972,"Not Recommend ! Pengajuan perpanjang sim dari tgl 21 okt s/d 28 Nov belum terima. Sampai2 sim yg lama sudah expired. Progress lama bgt. 21 okt 22 : pengajuan (20%) 22 okt 22 : Diproses (50%) 9 Nov 222 : complain tidak ada progress stuck di angka 50% 10 Nov 22 : setelah di complain, baru ada progressnya naik 10% jadi (60%) Diterbitkan & Dikemas 17 Nov 22 : Dikirim (80%) 24 Nov 22 : complain kembali karena tidak ada progress 28 Nov 22 : di cek ke website pos baru dikirimkan ke hub bekasi LAMA...",1,2022,11,28,-1
3831,"Permohonan sim saya di batalkan karena pilih polres surabaya tdk ada adanya sidoarjo padahal dimenu sudah saya pilih jatim yang ada polres jatim hanya sidoarjo sama tulungagung mohon di bantu cara urusnya gimana padahal saya sudah melakukan pembayaran, lalu Permohonan saya di tolak dan di batalkan",1,2022,11,28,-1
8017,"Ko mau buat sim ga bisa ya, di situ tertulis layanan belum tersedia padahal saya udah ngisi data diri dengan lengkap",1,2022,11,28,-1
9035,SIM saya hilang saya mau ngecek nomer sim. Saya katanya dngn masukin nik udah muncul nomor SIM nya la kok GG muncul,1,2022,11,28,-1
8397,pak....kalo bikin aplikasi yg mudah apa lagi buat masyarakat...mw datang TKP dipersulit..buat online aplikasi Bapuk ...giliran telat di denda..semua sosmed satlantas tidak memerima kritikan...luar biasa...,1,2022,11,29,-1
1180,"saya melakukan pengajuan perpanjang SIM A yg pertama ditolak karena tanda tangan pakai warna non hitam(harus hitam), kemudian pengajuan lagi masalah katanya foto diedit. intinya penolakan yg tidak jelas. aplikasi harusnya ada keterangan yg jelas...tanda tangan harus warna hitam dll. aplikasi ini tdk banyak membantu buat saya terimakasih",1,2022,11,29,-1
1264,"Kalau emang tidak bisa ( kehabisan material dll ) tolong agar sejak awal kasih notifikasi kalau wilayah / satpat tertentu sedang dalam kendala, agar masyarakat mencari opsi lain dan tidak menghabiskan banyak waktu melalui online karena server sangat lambat dan banyak errornya, sekelas lembaga POLRI pelayanan sangat mengecewakan",1,2022,11,29,-1
4013,"Pelayanan nya sangat buruk,bayar tes psikologi 35 ribu bayar tes kesehatan 50 rb kemahalan, bayar 75 ribu sama ongkir nya mahal. Nunggu pengecekan lama sampe ga diperiksa lagi taunya ada yang perlu diperbaiki di bagian selfie. Tapi gaada pemberitahuan. Tau tau ditolak karena melewati masa perbaikan dokumen. Harus buat SIM baru dasar korup",1,2022,11,29,-1
7717,"Aplikasi yg bagus, mudah2an fitur lain seperti perpanjangan stnk, dll segera bisa dilayani",5,2022,11,29,1
7853,Aplikasi yg bermanfaat ga pperlu capek antree dan wara wiri.. metode pembyrn smga bsa d tambh.. overall puas banget.. terimksh..,5,2022,11,29,1
1427,"Pangajuan di polresta Sidoarjo dan polresta tulungagung gk bisa katanya Suruh perpanjang sim di area terdekat, sedangkan di aplikasi nya cuma ada dua pilihan itu tok, area terdekat saya Probolinggo malah gk ada pilihan itu",1,2022,11,29,-1
67,"Banyak yg perlu diperbaiki, masih sering error, harusnya mempermudah tp proses terlalu rumit terutama saat verifikasi wajah harus berulang kali dan memakan banyak waktu belum lagi kalo gagal terus, data di sim yg diperbarui online juga kurang sesuai, katanya data otomatis ngikut dr ktp yg sudah diverifikasi, tp di hasil cetak sim nya alamat saya kurang lengkap, punya kakak saya malah salah kecamatan, padahal di ktp dan sim sebelumnya data sudah benar",2,2022,11,29,-1
7749,Tidak bisa verifikasi email padahal sudah terverifikasi tapi tulisanya belum Tidak ada pilihan perpanjangan sim,1,2022,11,29,-1
1172,"Masa berlaku SIM nya ga berubah, masa tanggal berlaku SIM awal buat 6-12-2022 setelah perpanjang tetap 6-12-2022 juga.. Data pribadi setelah upload berkas ada yang tak bisa di rubah, pendidikan terakhir isi form saya pilih Strata 1 kenapa jadi SLTP? Tidak semua SATPAS ada, saya di Bekasi masa harus ke Bandung / Bogor, nyari terdekat di Karawang tak bisa kirim Pos ke rumah kalau di ambil sendiri jauh banget, percuma pakai aplikasi, tes psikolog juga seperti itu saja bayar. Sangat Mengecewakan!",1,2022,11,29,-1
5824,"Saya 2x pengajuan perpanjangan SIM online ditolak oleh SATPAS SIM Polresta Sidoarjo, dan disarankan untuk datang langsung ke satpas. Kalau begitu apa gunanya program perpanjangan SIM online ini..",1,2022,11,29,-1
8056,"1 ⭐ dulu,, fitur new SIM belum bisa digunakan.. Nnti klw udah bisa fitur new SIM, baru tambah bintang..",1,2022,11,29,0
1210,"Cuma mau masuk aplikasi lho susah ama. Sudah input otp berkali kali, mau dr sms atau dr wa, selalu ga bisa lanjut, entah yg katanya otp ga valid padahal baru diterima, atau yg dibilang salah pin.",3,2022,11,29,-1
7177,sangat mudah dipahami dan sim saya sudah jadi. namun ada kendala di e rikkes yang masih selalu error.,5,2022,11,30,1
7754,"Mantap. Sangat membantu, proses cepat. Tanpa perlu antri dan terhindar dari calo",5,2022,11,30,1
1273,"Belum bisa ngasih bintang, karena d kira aplikasi nya sudah bisa di pakai, ternyata masih tahap pengembangan, karna sudah download registrasi, trus ga bisa milih menu apapun, sim, stnk, dan lainnya jadi buat apa",1,2022,11,30,-1
9912,"Gak bisa verikasi ktp, digitalisasi dokumen juga gak bisa Hadeeeh",1,2022,11,30,-1
8510,"Sudah perpanjang sim tpi di aplikasi sinar masi sim lama,, bagaimana cara update datanya?",4,2022,11,30,0
68,".. sangat tidak ramah user... banyak bugs dan kecacatan lain... baru nyobain perpanjangan sim, bugs nya banyak bener... -pada alamat pengiriman di kab. Bekasi, kecamatan sukatani tidak ada. akhirnya saya pilih alamat ngawur -tidak bisa simpan data... *gagal menyimpan data... padahal udah isi semua data...",1,2022,11,30,-1
1225,"Intinya kalau bermasalah hubungi kontak wa atau emailnya tersedia di instagramnya pasti langsung direspon cepat, seperti kasus saya proses tersendat tapi setelah coba hubungi kontak tsb langsung direspon dan akhirnya SIM sudah ditangan. Terimakasih sudah direspon cepat 🙏",5,2022,11,30,1
1255,"Udh pakai hospot beberapa hp ttp ajaa pas bagian step di isi polda gabisa. Pas fto ktp sim juga harus foto langsung, tlg tingkatkan dong jangan malah mempersulit kita yg kerja yg gabisa izin kerja. Adanya aplikasi ini hrsnya mempermuda. Trmk.",1,2022,11,30,-1
1326,"Udah download niat mau bikin sim baru lewat online, udh verifikasi ternyata ""layanan sim baru belum tersedia dan masi dalam pengembangan"". Hadeeeh. Itu sampe kapan yaaa? Soalnya mau bikin sim baru online",1,2022,11,30,-1
285,Lokasi yang tertera dengan pengambilan tidak sesuai sangat membuang-buang waktu di perjalanan yang seharusnya efficiency dengan cara online tetapi sangat kurang.. Tolong crosscek untuk alamat SATPAS pengambilan SIM online... Terimakasih,2,2022,11,30,-1
7714,"Aplikasi yang sangat membantu, jadi dimanapun Qt bisa memperpanjang SIM dengan mudah",5,2022,11,30,1
9909,Aplikasi tdk berjalan dengan baik Tolong segera di perbaiki agar bisa mempermudah masyarakat mendapatkan pelayanan,1,2022,12,1,-1
8957,Kenapa masuk ke peningkatan. Muncul layanan belum tersedia ya,3,2022,12,1,0
